name	type	ratingValue	ratingCount	price	url	imgUrl	imgAlt	description
MELLTORP	Table	4.4	223	79.99 USD	https://www.ikea.com/us/en/p/melltorp-table-white-s19011777/	https://www.ikea.com/us/en/images/products/melltorp-table-white__0737266_pe740964_s5.jpg	"MELLTORP Table, white, 49 1/4x29 1/2 """	"The table is very sturdy thanks to the metal frame.
The melamine surface is stain- and scratch-resistant, and easy to wipe clean – an ideal choice for families with children.
The table is available in 2 sizes, seating 2-4 people.
The simple, straightforward design is easy to combine with many styles.
You can create a bigger table by placing two or more MELLTORP tables next to each other. You can for instance place a small MELLTORP table next to a larger one.
We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps.
Seats 4.
"
JOKKMOKK	Table and 4 chairs	4.6	556	199.99 USD	https://www.ikea.com/us/en/p/jokkmokk-table-and-4-chairs-antique-stain-50211104/	https://www.ikea.com/us/en/images/products/jokkmokk-table-and-4-chairs-antique-stain__0736929_pe740809_s5.jpg	JOKKMOKK Table and 4 chairs, antique stain	"Easy to bring home since the whole dining set is packed in one box.
The wood expression and design of the backrest bring a traditional look to the room.
Enhance the comfort by adding soft chair pads that fit the seat perfectly.
Pine ages beautifully as the color deepens and becomes richer over time.
Durable solid wood and antique color finish will outlast many years of use.
We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps, while its construction is stable, strong and durable to withstand years of daily use.
Seats 4.
Recommended for indoor use only.
"
JOKKMOKK	Table and 4 chairs	4.6	556	199.99 USD	https://www.ikea.com/us/en/p/jokkmokk-table-and-4-chairs-antique-stain-50211104/	https://www.ikea.com/us/en/images/products/jokkmokk-table-and-4-chairs-antique-stain__0736929_pe740809_s5.jpg	JOKKMOKK Table and 4 chairs, antique stain	"Easy to bring home since the whole dining set is packed in one box.
The wood expression and design of the backrest bring a traditional look to the room.
Enhance the comfort by adding soft chair pads that fit the seat perfectly.
Pine ages beautifully as the color deepens and becomes richer over time.
Durable solid wood and antique color finish will outlast many years of use.
We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps, while its construction is stable, strong and durable to withstand years of daily use.
Seats 4.
Recommended for indoor use only.
"
JOKKMOKK	Table and 4 chairs	4.6	556	199.99 USD	https://www.ikea.com/us/en/p/jokkmokk-table-and-4-chairs-antique-stain-50211104/	https://www.ikea.com/us/en/images/products/jokkmokk-table-and-4-chairs-antique-stain__0736929_pe740809_s5.jpg	JOKKMOKK Table and 4 chairs, antique stain	"Easy to bring home since the whole dining set is packed in one box.
The wood expression and design of the backrest bring a traditional look to the room.
Enhance the comfort by adding soft chair pads that fit the seat perfectly.
Pine ages beautifully as the color deepens and becomes richer over time.
Durable solid wood and antique color finish will outlast many years of use.
We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps, while its construction is stable, strong and durable to withstand years of daily use.
Seats 4.
Recommended for indoor use only.
"
VANGSTA	Extendable table	4.5	153	149.99 USD	https://www.ikea.com/us/en/p/vangsta-extendable-table-white-00375126/	https://www.ikea.com/us/en/images/products/vangsta-extendable-table-white__0737126_pe740899_s5.jpg	"VANGSTA Extendable table, white, 31 1/2/47 1/4x27 1/2 """	"The smart design means that the table top has no seams when you use the table without extending it.
The legs remain at each end of the table when extended, giving more room for chairs to go around.
The melamine table top is moisture resistant, stain resistant and easy to keep clean.
The extra leaf can be stored within easy reach under the table top when not in use.
Can be easily extended by one person.
One extension leaf included.
We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps, while its construction is stable, strong and durable to withstand years of daily use.
Recommended for indoor use only.
Seats 2-4.
One extension leaf included.
"
VANGSTA	Extendable table	4.5	153	149.99 USD	https://www.ikea.com/us/en/p/vangsta-extendable-table-white-00375126/	https://www.ikea.com/us/en/images/products/vangsta-extendable-table-white__0737126_pe740899_s5.jpg	"VANGSTA Extendable table, white, 31 1/2/47 1/4x27 1/2 """	"The smart design means that the table top has no seams when you use the table without extending it.
The legs remain at each end of the table when extended, giving more room for chairs to go around.
The melamine table top is moisture resistant, stain resistant and easy to keep clean.
The extra leaf can be stored within easy reach under the table top when not in use.
Can be easily extended by one person.
One extension leaf included.
We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps, while its construction is stable, strong and durable to withstand years of daily use.
Recommended for indoor use only.
Seats 2-4.
One extension leaf included.
"
VANGSTA	Extendable table	4.5	153	149.99 USD	https://www.ikea.com/us/en/p/vangsta-extendable-table-white-00375126/	https://www.ikea.com/us/en/images/products/vangsta-extendable-table-white__0737126_pe740899_s5.jpg	"VANGSTA Extendable table, white, 31 1/2/47 1/4x27 1/2 """	"The smart design means that the table top has no seams when you use the table without extending it.
The legs remain at each end of the table when extended, giving more room for chairs to go around.
The melamine table top is moisture resistant, stain resistant and easy to keep clean.
The extra leaf can be stored within easy reach under the table top when not in use.
Can be easily extended by one person.
One extension leaf included.
We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps, while its construction is stable, strong and durable to withstand years of daily use.
Recommended for indoor use only.
Seats 2-4.
One extension leaf included.
"
MELLTORP / NILSOVE	Table and 2 chairs	4.1	39	309.99 USD	https://www.ikea.com/us/en/p/melltorp-nilsove-table-and-2-chairs-white-rattan-white-s29297294/	https://www.ikea.com/us/en/images/products/melltorp-nilsove-table-and-2-chairs-white-rattan-white__0720680_pe732746_s5.jpg	"MELLTORP / NILSOVE Table and 2 chairs, white rattan/white, 29 1/2x29 1/2 """	"Small dimensions make the table easy to furnish with, even when space is limited.
The melamine table top is moisture resistant, stain resistant and easy to keep clean.
Find the expression that looks the best in your dining area – choose a table top in white, white marble or ash to go with your MELLTORP table frame in white.
The table is very sturdy thanks to the metal frame.
We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps.
Seats 4.
Hand-woven by experienced craftspeople, which makes each chair unique with their rounded shapes and detailed patterns.
The seat shell has a closed woven seat to bear more weight, and a backrest designed to create an airy and clean look.
"
MELLTORP / NILSOVE	Table and 2 chairs	4.1	39	309.99 USD	https://www.ikea.com/us/en/p/melltorp-nilsove-table-and-2-chairs-white-rattan-white-s29297294/	https://www.ikea.com/us/en/images/products/melltorp-nilsove-table-and-2-chairs-white-rattan-white__0720680_pe732746_s5.jpg	"MELLTORP / NILSOVE Table and 2 chairs, white rattan/white, 29 1/2x29 1/2 """	"Small dimensions make the table easy to furnish with, even when space is limited.
The melamine table top is moisture resistant, stain resistant and easy to keep clean.
Find the expression that looks the best in your dining area – choose a table top in white, white marble or ash to go with your MELLTORP table frame in white.
The table is very sturdy thanks to the metal frame.
We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps.
Seats 4.
Hand-woven by experienced craftspeople, which makes each chair unique with their rounded shapes and detailed patterns.
The seat shell has a closed woven seat to bear more weight, and a backrest designed to create an airy and clean look.
"
MELLTORP / NILSOVE	Table and 2 chairs	4.1	39	309.99 USD	https://www.ikea.com/us/en/p/melltorp-nilsove-table-and-2-chairs-white-rattan-white-s29297294/	https://www.ikea.com/us/en/images/products/melltorp-nilsove-table-and-2-chairs-white-rattan-white__0720680_pe732746_s5.jpg	"MELLTORP / NILSOVE Table and 2 chairs, white rattan/white, 29 1/2x29 1/2 """	"Small dimensions make the table easy to furnish with, even when space is limited.
The melamine table top is moisture resistant, stain resistant and easy to keep clean.
Find the expression that looks the best in your dining area – choose a table top in white, white marble or ash to go with your MELLTORP table frame in white.
The table is very sturdy thanks to the metal frame.
We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps.
Seats 4.
Hand-woven by experienced craftspeople, which makes each chair unique with their rounded shapes and detailed patterns.
The seat shell has a closed woven seat to bear more weight, and a backrest designed to create an airy and clean look.
"
MELLTORP / ÄLVSTA	Table and 2 chairs	4.1	39	249.99 USD	https://www.ikea.com/us/en/p/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-black-s99490764/	https://www.ikea.com/us/en/images/products/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-black__1122004_pe874443_s5.jpg	"MELLTORP / ÄLVSTA Table and 2 chairs, white white/rattan black, 29 1/2x29 1/2 """	"Small dimensions make the table easy to furnish with, even when space is limited.
Sturdy metal table frame and durable, smooth melamine tabletop.
The rattan weaving technique has been used in chair manufacturing for many years and is appreciated for its carrying capacity and its supportive, flexible feel when you sit on the chair.
Skilled craftspeople have woven the product by hand, so each one is one of a kind.
The chair is stackable, so you can have a few on the side for extra guests without taking up too much space.
Recommended for indoor use only.
Bamboo is a natural fiber that might change color over time.
"
MELLTORP / ÄLVSTA	Table and 2 chairs	4.1	39	249.99 USD	https://www.ikea.com/us/en/p/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-black-s99490764/	https://www.ikea.com/us/en/images/products/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-black__1122004_pe874443_s5.jpg	"MELLTORP / ÄLVSTA Table and 2 chairs, white white/rattan black, 29 1/2x29 1/2 """	"Small dimensions make the table easy to furnish with, even when space is limited.
Sturdy metal table frame and durable, smooth melamine tabletop.
The rattan weaving technique has been used in chair manufacturing for many years and is appreciated for its carrying capacity and its supportive, flexible feel when you sit on the chair.
Skilled craftspeople have woven the product by hand, so each one is one of a kind.
The chair is stackable, so you can have a few on the side for extra guests without taking up too much space.
Recommended for indoor use only.
Bamboo is a natural fiber that might change color over time.
"
MELLTORP / ÄLVSTA	Table and 2 chairs	4.1	39	249.99 USD	https://www.ikea.com/us/en/p/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-black-s99490764/	https://www.ikea.com/us/en/images/products/melltorp-aelvsta-table-and-2-chairs-white-white-rattan-black__1122004_pe874443_s5.jpg	"MELLTORP / ÄLVSTA Table and 2 chairs, white white/rattan black, 29 1/2x29 1/2 """	"Small dimensions make the table easy to furnish with, even when space is limited.
Sturdy metal table frame and durable, smooth melamine tabletop.
The rattan weaving technique has been used in chair manufacturing for many years and is appreciated for its carrying capacity and its supportive, flexible feel when you sit on the chair.
Skilled craftspeople have woven the product by hand, so each one is one of a kind.
The chair is stackable, so you can have a few on the side for extra guests without taking up too much space.
Recommended for indoor use only.
Bamboo is a natural fiber that might change color over time.
"
MELLTORP / KÄTTIL	Table and 2 chairs	4.1	39	179.99 USD	https://www.ikea.com/us/en/p/melltorp-kaettil-table-and-2-chairs-white-knisa-light-gray-s69428839/	https://www.ikea.com/us/en/images/products/melltorp-kaettil-table-and-2-chairs-white-knisa-light-gray__1016370_pe830348_s5.jpg	"MELLTORP / KÄTTIL Table and 2 chairs, white/Knisa light gray, 29 1/2 """	"The melamine table top is moisture resistant, stain resistant and easy to keep clean.
The seat and high back are padded with foam and dressed in a durable, yet soft and smooth fabric cover to make your time around the table comfy and enjoyable, so you can stay a while longer.
After lively meals, it's nice to know that you can easily pull the chair cover off and machine wash it.
The chair cover comes in one piece and fixes in place with hook-and-loop fasteners so you can easily pull it off and put it back on again.
With regular airing or washing, you keep your cover fresh and clean, and also reduce the amount of dust and dirt in your living space.
Sturdy and durable solid wood chair frame.
The armless silhouette allows you to push these chairs right up to your table and save on floor space.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
"
MELLTORP / KÄTTIL	Table and 2 chairs	4.1	39	179.99 USD	https://www.ikea.com/us/en/p/melltorp-kaettil-table-and-2-chairs-white-knisa-light-gray-s69428839/	https://www.ikea.com/us/en/images/products/melltorp-kaettil-table-and-2-chairs-white-knisa-light-gray__1016370_pe830348_s5.jpg	"MELLTORP / KÄTTIL Table and 2 chairs, white/Knisa light gray, 29 1/2 """	"The melamine table top is moisture resistant, stain resistant and easy to keep clean.
The seat and high back are padded with foam and dressed in a durable, yet soft and smooth fabric cover to make your time around the table comfy and enjoyable, so you can stay a while longer.
After lively meals, it's nice to know that you can easily pull the chair cover off and machine wash it.
The chair cover comes in one piece and fixes in place with hook-and-loop fasteners so you can easily pull it off and put it back on again.
With regular airing or washing, you keep your cover fresh and clean, and also reduce the amount of dust and dirt in your living space.
Sturdy and durable solid wood chair frame.
The armless silhouette allows you to push these chairs right up to your table and save on floor space.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
"
MELLTORP / KÄTTIL	Table and 2 chairs	4.1	39	179.99 USD	https://www.ikea.com/us/en/p/melltorp-kaettil-table-and-2-chairs-white-knisa-light-gray-s69428839/	https://www.ikea.com/us/en/images/products/melltorp-kaettil-table-and-2-chairs-white-knisa-light-gray__1016370_pe830348_s5.jpg	"MELLTORP / KÄTTIL Table and 2 chairs, white/Knisa light gray, 29 1/2 """	"The melamine table top is moisture resistant, stain resistant and easy to keep clean.
The seat and high back are padded with foam and dressed in a durable, yet soft and smooth fabric cover to make your time around the table comfy and enjoyable, so you can stay a while longer.
After lively meals, it's nice to know that you can easily pull the chair cover off and machine wash it.
The chair cover comes in one piece and fixes in place with hook-and-loop fasteners so you can easily pull it off and put it back on again.
With regular airing or washing, you keep your cover fresh and clean, and also reduce the amount of dust and dirt in your living space.
Sturdy and durable solid wood chair frame.
The armless silhouette allows you to push these chairs right up to your table and save on floor space.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
"
MELLTORP / LIDÅS	Table and 2 chairs	4.1	39	169.99 USD	https://www.ikea.com/us/en/p/melltorp-lidas-table-and-2-chairs-white-white-black-black-s29509045/	https://www.ikea.com/us/en/images/products/melltorp-lidas-table-and-2-chairs-white-white-black-black__1176223_pe894965_s5.jpg	"MELLTORP / LIDÅS Table and 2 chairs, white white/black black, 29 1/2x29 1/2 """	"Sturdy metal table frame and durable, smooth melamine tabletop.
Small dimensions make the table easy to furnish with, even when space is limited.
The chair is stackable, so you can have a few on the side for extra guests without taking up too much space.
Comfortable to sit on thanks to the bowl-shaped seat and rounded shape of the backrest.
Recommended for indoor use only.
"
MELLTORP / LIDÅS	Table and 2 chairs	4.1	39	169.99 USD	https://www.ikea.com/us/en/p/melltorp-lidas-table-and-2-chairs-white-white-black-black-s29509045/	https://www.ikea.com/us/en/images/products/melltorp-lidas-table-and-2-chairs-white-white-black-black__1176223_pe894965_s5.jpg	"MELLTORP / LIDÅS Table and 2 chairs, white white/black black, 29 1/2x29 1/2 """	"Sturdy metal table frame and durable, smooth melamine tabletop.
Small dimensions make the table easy to furnish with, even when space is limited.
The chair is stackable, so you can have a few on the side for extra guests without taking up too much space.
Comfortable to sit on thanks to the bowl-shaped seat and rounded shape of the backrest.
Recommended for indoor use only.
"
MELLTORP / LIDÅS	Table and 2 chairs	4.1	39	169.99 USD	https://www.ikea.com/us/en/p/melltorp-lidas-table-and-2-chairs-white-white-black-black-s29509045/	https://www.ikea.com/us/en/images/products/melltorp-lidas-table-and-2-chairs-white-white-black-black__1176223_pe894965_s5.jpg	"MELLTORP / LIDÅS Table and 2 chairs, white white/black black, 29 1/2x29 1/2 """	"Sturdy metal table frame and durable, smooth melamine tabletop.
Small dimensions make the table easy to furnish with, even when space is limited.
The chair is stackable, so you can have a few on the side for extra guests without taking up too much space.
Comfortable to sit on thanks to the bowl-shaped seat and rounded shape of the backrest.
Recommended for indoor use only.
"
DOCKSTA	Table	3.8	48	219.99 USD	https://www.ikea.com/us/en/p/docksta-table-white-white-s19324995/	https://www.ikea.com/us/en/images/products/docksta-table-white-white__0803262_pe768820_s5.jpg	"DOCKSTA Table, white/white, 40 1/2 """	"We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps, while its construction is stable, strong and durable to withstand years of daily use.
Seats 4.
Product is possible to recycle or use for energy recovery, if available in your community.
The material in this product may be recyclable. Please check the recycling rules in your community and if recycling facilities exist in your area.
"
DOCKSTA	Table	3.8	48	219.99 USD	https://www.ikea.com/us/en/p/docksta-table-white-white-s19324995/	https://www.ikea.com/us/en/images/products/docksta-table-white-white__0803262_pe768820_s5.jpg	"DOCKSTA Table, white/white, 40 1/2 """	"We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps, while its construction is stable, strong and durable to withstand years of daily use.
Seats 4.
Product is possible to recycle or use for energy recovery, if available in your community.
The material in this product may be recyclable. Please check the recycling rules in your community and if recycling facilities exist in your area.
"
DOCKSTA	Table	3.8	48	219.99 USD	https://www.ikea.com/us/en/p/docksta-table-white-white-s19324995/	https://www.ikea.com/us/en/images/products/docksta-table-white-white__0803262_pe768820_s5.jpg	"DOCKSTA Table, white/white, 40 1/2 """	"We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps, while its construction is stable, strong and durable to withstand years of daily use.
Seats 4.
Product is possible to recycle or use for energy recovery, if available in your community.
The material in this product may be recyclable. Please check the recycling rules in your community and if recycling facilities exist in your area.
"
LISABO	Table	4.4	144	199.99 USD	https://www.ikea.com/us/en/p/lisabo-table-ash-veneer-70294339/	https://www.ikea.com/us/en/images/products/lisabo-table-ash-veneer__0737105_pe740883_s5.jpg	"LISABO Table, ash veneer, 55 1/8x30 3/4 """	"Smart construction and a handcrafted look made our LISABO table series a winner of the Red Dot Design Award in 2016.
Easy to assemble as each leg has only one screw.
The table surface in ash veneer and legs in solid birch give a warm, natural feeling to your room.
Ash is a strong hardwood material with a beautiful grain pattern. As it ages the color deepens moderately towards a deep straw color.
This table has been tested against our strictest standards for stability, durability and safety to withstand everyday use in your home for years.
Seats 4.
Recommended for indoor use only.
"
LISABO	Table	4.4	144	199.99 USD	https://www.ikea.com/us/en/p/lisabo-table-ash-veneer-70294339/	https://www.ikea.com/us/en/images/products/lisabo-table-ash-veneer__0737105_pe740883_s5.jpg	"LISABO Table, ash veneer, 55 1/8x30 3/4 """	"Smart construction and a handcrafted look made our LISABO table series a winner of the Red Dot Design Award in 2016.
Easy to assemble as each leg has only one screw.
The table surface in ash veneer and legs in solid birch give a warm, natural feeling to your room.
Ash is a strong hardwood material with a beautiful grain pattern. As it ages the color deepens moderately towards a deep straw color.
This table has been tested against our strictest standards for stability, durability and safety to withstand everyday use in your home for years.
Seats 4.
Recommended for indoor use only.
"
LISABO	Table	4.4	144	199.99 USD	https://www.ikea.com/us/en/p/lisabo-table-ash-veneer-70294339/	https://www.ikea.com/us/en/images/products/lisabo-table-ash-veneer__0737105_pe740883_s5.jpg	"LISABO Table, ash veneer, 55 1/8x30 3/4 """	"Smart construction and a handcrafted look made our LISABO table series a winner of the Red Dot Design Award in 2016.
Easy to assemble as each leg has only one screw.
The table surface in ash veneer and legs in solid birch give a warm, natural feeling to your room.
Ash is a strong hardwood material with a beautiful grain pattern. As it ages the color deepens moderately towards a deep straw color.
This table has been tested against our strictest standards for stability, durability and safety to withstand everyday use in your home for years.
Seats 4.
Recommended for indoor use only.
"
SUNDVIK	Children's table	4.6	101	59.99 USD	https://www.ikea.com/us/en/p/sundvik-childrens-table-white-10201673/	https://www.ikea.com/us/en/images/products/sundvik-childrens-table-white__0735849_pe740214_s5.jpg	"SUNDVIK Children's table, white, 29 7/8x19 5/8 """	"Its small dimensions make it especially suitable for small rooms or spaces.
Coordinates with furniture in the SUNDVIK series.
Product is possible to recycle or use for energy recovery, if available in your community.
"
SUNDVIK	Children's table	4.6	101	59.99 USD	https://www.ikea.com/us/en/p/sundvik-childrens-table-white-10201673/	https://www.ikea.com/us/en/images/products/sundvik-childrens-table-white__0735849_pe740214_s5.jpg	"SUNDVIK Children's table, white, 29 7/8x19 5/8 """	"Its small dimensions make it especially suitable for small rooms or spaces.
Coordinates with furniture in the SUNDVIK series.
Product is possible to recycle or use for energy recovery, if available in your community.
"
SUNDVIK	Children's table	4.6	101	59.99 USD	https://www.ikea.com/us/en/p/sundvik-childrens-table-white-10201673/	https://www.ikea.com/us/en/images/products/sundvik-childrens-table-white__0735849_pe740214_s5.jpg	"SUNDVIK Children's table, white, 29 7/8x19 5/8 """	"Its small dimensions make it especially suitable for small rooms or spaces.
Coordinates with furniture in the SUNDVIK series.
Product is possible to recycle or use for energy recovery, if available in your community.
"
SANDSBERG / ADDE	Table and 4 chairs	4.1	26	107.99 USD	https://www.ikea.com/us/en/p/sandsberg-adde-table-and-4-chairs-black-black-s59429194/	https://www.ikea.com/us/en/images/products/sandsberg-adde-table-and-4-chairs-black-black__1016431_pe830392_s5.jpg	"SANDSBERG / ADDE Table and 4 chairs, black/black, 43 1/4x26 3/8 """	"You can stack the chairs, so they take less space when you're not using them.
Sturdy metal table frame and durable, smooth melamine tabletop.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
To prevent surface scratches and the sound of chair legs scraping on the floor, add FIXA self-adhesive floor protectors, sold separately.
"
SANDSBERG / ADDE	Table and 4 chairs	4.1	26	107.99 USD	https://www.ikea.com/us/en/p/sandsberg-adde-table-and-4-chairs-black-black-s59429194/	https://www.ikea.com/us/en/images/products/sandsberg-adde-table-and-4-chairs-black-black__1016431_pe830392_s5.jpg	"SANDSBERG / ADDE Table and 4 chairs, black/black, 43 1/4x26 3/8 """	"You can stack the chairs, so they take less space when you're not using them.
Sturdy metal table frame and durable, smooth melamine tabletop.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
To prevent surface scratches and the sound of chair legs scraping on the floor, add FIXA self-adhesive floor protectors, sold separately.
"
SANDSBERG / ADDE	Table and 4 chairs	4.1	26	107.99 USD	https://www.ikea.com/us/en/p/sandsberg-adde-table-and-4-chairs-black-black-s59429194/	https://www.ikea.com/us/en/images/products/sandsberg-adde-table-and-4-chairs-black-black__1016431_pe830392_s5.jpg	"SANDSBERG / ADDE Table and 4 chairs, black/black, 43 1/4x26 3/8 """	"You can stack the chairs, so they take less space when you're not using them.
Sturdy metal table frame and durable, smooth melamine tabletop.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
To prevent surface scratches and the sound of chair legs scraping on the floor, add FIXA self-adhesive floor protectors, sold separately.
"
SANDSBERG / SANDSBERG	Table and 4 chairs	4.1	26	167.99 USD	https://www.ikea.com/us/en/p/sandsberg-sandsberg-table-and-4-chairs-black-black-s49420410/	https://www.ikea.com/us/en/images/products/sandsberg-sandsberg-table-and-4-chairs-black-black__1074352_pe856165_s5.jpg	"SANDSBERG / SANDSBERG Table and 4 chairs, black/black, 43 1/4x26 3/8 """	"The 2-slat backrest is shaped and bent to give a flexible feeling when you lean against it.
For a softer seat or to add a personal touch to the room, complete with a chair pad in the style and color of your choice.
Plastic feet protect your floor against scratching.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
May be completed with STRÅFLY chair pad, sold separately.
"
SANDSBERG / SANDSBERG	Table and 4 chairs	4.1	26	167.99 USD	https://www.ikea.com/us/en/p/sandsberg-sandsberg-table-and-4-chairs-black-black-s49420410/	https://www.ikea.com/us/en/images/products/sandsberg-sandsberg-table-and-4-chairs-black-black__1074352_pe856165_s5.jpg	"SANDSBERG / SANDSBERG Table and 4 chairs, black/black, 43 1/4x26 3/8 """	"The 2-slat backrest is shaped and bent to give a flexible feeling when you lean against it.
For a softer seat or to add a personal touch to the room, complete with a chair pad in the style and color of your choice.
Plastic feet protect your floor against scratching.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
May be completed with STRÅFLY chair pad, sold separately.
"
SANDSBERG / SANDSBERG	Table and 4 chairs	4.1	26	167.99 USD	https://www.ikea.com/us/en/p/sandsberg-sandsberg-table-and-4-chairs-black-black-s49420410/	https://www.ikea.com/us/en/images/products/sandsberg-sandsberg-table-and-4-chairs-black-black__1074352_pe856165_s5.jpg	"SANDSBERG / SANDSBERG Table and 4 chairs, black/black, 43 1/4x26 3/8 """	"The 2-slat backrest is shaped and bent to give a flexible feeling when you lean against it.
For a softer seat or to add a personal touch to the room, complete with a chair pad in the style and color of your choice.
Plastic feet protect your floor against scratching.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
May be completed with STRÅFLY chair pad, sold separately.
"
SANDSBERG / TEODORES	Table and 4 chairs	4.1	26	227.99 USD	https://www.ikea.com/us/en/p/sandsberg-teodores-table-and-4-chairs-black-black-s09494295/	https://www.ikea.com/us/en/images/products/sandsberg-teodores-table-and-4-chairs-black-black__1124556_pe875212_s5.jpg	"SANDSBERG / TEODORES Table and 4 chairs, black/black, 43 1/4x26 3/8 """	"You can stack the chairs, so they take less space when you're not using them.
Sturdy metal table frame and durable, smooth melamine tabletop.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
To prevent surface scratches and the sound of chair legs scraping on the floor, add FIXA self-adhesive floor protectors, sold separately.
"
SANDSBERG / TEODORES	Table and 4 chairs	4.1	26	227.99 USD	https://www.ikea.com/us/en/p/sandsberg-teodores-table-and-4-chairs-black-black-s09494295/	https://www.ikea.com/us/en/images/products/sandsberg-teodores-table-and-4-chairs-black-black__1124556_pe875212_s5.jpg	"SANDSBERG / TEODORES Table and 4 chairs, black/black, 43 1/4x26 3/8 """	"You can stack the chairs, so they take less space when you're not using them.
Sturdy metal table frame and durable, smooth melamine tabletop.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
To prevent surface scratches and the sound of chair legs scraping on the floor, add FIXA self-adhesive floor protectors, sold separately.
"
SANDSBERG / TEODORES	Table and 4 chairs	4.1	26	227.99 USD	https://www.ikea.com/us/en/p/sandsberg-teodores-table-and-4-chairs-black-black-s09494295/	https://www.ikea.com/us/en/images/products/sandsberg-teodores-table-and-4-chairs-black-black__1124556_pe875212_s5.jpg	"SANDSBERG / TEODORES Table and 4 chairs, black/black, 43 1/4x26 3/8 """	"You can stack the chairs, so they take less space when you're not using them.
Sturdy metal table frame and durable, smooth melamine tabletop.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
To prevent surface scratches and the sound of chair legs scraping on the floor, add FIXA self-adhesive floor protectors, sold separately.
"
SANDSBERG / LIDÅS	Table and 4 chairs	4.1	26	267.99 USD	https://www.ikea.com/us/en/p/sandsberg-lidas-table-and-4-chairs-black-black-black-black-s09509051/	https://www.ikea.com/us/en/images/products/sandsberg-lidas-table-and-4-chairs-black-black-black-black__1180515_pe896357_s5.jpg	"SANDSBERG / LIDÅS Table and 4 chairs, black/black/black/black, 43 1/4x26 3/8 """	"Small dimensions make the table easy to furnish with, even when space is limited.
Sturdy metal table frame and durable, smooth melamine tabletop.
You can stack the chairs, so they take less space when you're not using them.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
To prevent surface scratches and the sound of chair legs scraping on the floor, add FIXA self-adhesive floor protectors, sold separately.
"
SANDSBERG / LIDÅS	Table and 4 chairs	4.1	26	267.99 USD	https://www.ikea.com/us/en/p/sandsberg-lidas-table-and-4-chairs-black-black-black-black-s09509051/	https://www.ikea.com/us/en/images/products/sandsberg-lidas-table-and-4-chairs-black-black-black-black__1180515_pe896357_s5.jpg	"SANDSBERG / LIDÅS Table and 4 chairs, black/black/black/black, 43 1/4x26 3/8 """	"Small dimensions make the table easy to furnish with, even when space is limited.
Sturdy metal table frame and durable, smooth melamine tabletop.
You can stack the chairs, so they take less space when you're not using them.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
To prevent surface scratches and the sound of chair legs scraping on the floor, add FIXA self-adhesive floor protectors, sold separately.
"
